  1.000000  0.000630
  0.999416  0.000671
  0.997666  0.000794
  0.994753  0.000997
  0.990685  0.001280
  0.985471  0.001640
  0.979123  0.002076
  0.971656  0.002584
  0.963087  0.003162
  0.953437  0.003805
  0.942728  0.004511
  0.930985  0.005274
  0.918235  0.006091
  0.904508  0.006957
  0.889837  0.007868
  0.874255  0.008818
  0.857799  0.009803
  0.840508  0.010817
  0.822421  0.011857
  0.803581  0.012917
  0.784032  0.013991
  0.763820  0.015076
  0.742992  0.016165
  0.721596  0.017253
  0.699682  0.018335
  0.677302  0.019405
  0.654508  0.020459
  0.631354  0.021489
  0.607892  0.022490
  0.584179  0.023456
  0.560268  0.024381
  0.536217  0.025258
  0.512082  0.026081
  0.487918  0.026843
  0.463783  0.027538
  0.439732  0.028160
  0.415821  0.028702
  0.392108  0.029157
  0.368646  0.029521
  0.345492  0.029787
  0.322698  0.029951
  0.300318  0.030009
  0.278404  0.029955
  0.257008  0.029788
  0.236180  0.029504
  0.215968  0.029102
  0.196419  0.028582
  0.177579  0.027943
  0.159492  0.027186
  0.142201  0.026313
  0.125745  0.025326
  0.110163  0.024228
  0.095492  0.023024
  0.081765  0.021719
  0.069015  0.020316
  0.057272  0.018821
  0.046563  0.017240
  0.036913  0.015578
  0.028344  0.013841
  0.020877  0.012035
  0.014529  0.010165
  0.009315  0.008235
  0.005247  0.006251
  0.002334  0.004214
  0.000584  0.002130
  0.000000  0.000000
  0.000584 -0.002130
  0.002334 -0.004214
  0.005247 -0.006251
  0.009315 -0.008235
  0.014529 -0.010165
  0.020877 -0.012035
  0.028344 -0.013841
  0.036913 -0.015578
  0.046563 -0.017240
  0.057272 -0.018821
  0.069015 -0.020316
  0.081765 -0.021719
  0.095492 -0.023024
  0.110163 -0.024228
  0.125745 -0.025326
  0.142201 -0.026313
  0.159492 -0.027186
  0.177579 -0.027943
  0.196419 -0.028582
  0.215968 -0.029102
  0.236180 -0.029504
  0.257008 -0.029788
  0.278404 -0.029955
  0.300318 -0.030009
  0.322698 -0.029951
  0.345492 -0.029787
  0.368646 -0.029521
  0.392108 -0.029157
  0.415821 -0.028702
  0.439732 -0.028160
  0.463783 -0.027538
  0.487918 -0.026843
  0.512082 -0.026081
  0.536217 -0.025258
  0.560268 -0.024381
  0.584179 -0.023456
  0.607892 -0.022490
  0.631354 -0.021489
  0.654508 -0.020459
  0.677302 -0.019405
  0.699682 -0.018335
  0.721596 -0.017253
  0.742992 -0.016165
  0.763820 -0.015076
  0.784032 -0.013991
  0.803581 -0.012917
  0.822421 -0.011857
  0.840508 -0.010817
  0.857799 -0.009803
  0.874255 -0.008818
  0.889837 -0.007868
  0.904508 -0.006957
  0.918235 -0.006091
  0.930985 -0.005274
  0.942728 -0.004511
  0.953437 -0.003805
  0.963087 -0.003162
  0.971656 -0.002584
  0.979123 -0.002076
  0.985471 -0.001640
  0.990685 -0.001280
  0.994753 -0.000997
  0.997666 -0.000794
  0.999416 -0.000671
  1.000000 -0.000630
