1.000000  0.001890
  0.999416  0.002013
  0.997666  0.002381
  0.994753  0.002991
  0.990685  0.003839
  0.985471  0.004921
  0.979123  0.006228
  0.971656  0.007753
  0.963087  0.009486
  0.953437  0.011416
  0.942728  0.013533
  0.930985  0.015823
  0.918235  0.018273
  0.904508  0.020871
  0.889837  0.023603
  0.874255  0.026453
  0.857799  0.029408
  0.840508  0.032452
  0.822421  0.035571
  0.803581  0.038750
  0.784032  0.041974
  0.763820  0.045227
  0.742992  0.048494
  0.721596  0.051759
  0.699682  0.055005
  0.677302  0.058216
  0.654508  0.061376
  0.631354  0.064467
  0.607892  0.067470
  0.584179  0.070369
  0.560268  0.073143
  0.536217  0.075774
  0.512082  0.078243
  0.487918  0.080530
  0.463783  0.082615
  0.439732  0.084480
  0.415821  0.086105
  0.392108  0.087472
  0.368646  0.088563
  0.345492  0.089362
  0.322698  0.089854
  0.300318  0.090026
  0.278404  0.089865
  0.257008  0.089363
  0.236180  0.088512
  0.215968  0.087307
  0.196419  0.085746
  0.177579  0.083828
  0.159492  0.081557
  0.142201  0.078938
  0.125745  0.075977
  0.110163  0.072685
  0.095492  0.069073
  0.081765  0.065156
  0.069015  0.060947
  0.057272  0.056462
  0.046563  0.051719
  0.036913  0.046734
  0.028344  0.041524
  0.020877  0.036106
  0.014529  0.030495
  0.009315  0.024706
  0.005247  0.018752
  0.002334  0.012643
  0.000584  0.006390
  0.000000  0.000000
  0.000584 -0.006390
  0.002334 -0.012643
  0.005247 -0.018752
  0.009315 -0.024706
  0.014529 -0.030495
  0.020877 -0.036106
  0.028344 -0.041524
  0.036913 -0.046734
  0.046563 -0.051719
  0.057272 -0.056462
  0.069015 -0.060947
  0.081765 -0.065156
  0.095492 -0.069073
  0.110163 -0.072685
  0.125745 -0.075977
  0.142201 -0.078938
  0.159492 -0.081557
  0.177579 -0.083828
  0.196419 -0.085746
  0.215968 -0.087307
  0.236180 -0.088512
  0.257008 -0.089363
  0.278404 -0.089865
  0.300318 -0.090026
  0.322698 -0.089854
  0.345492 -0.089362
  0.368646 -0.088563
  0.392108 -0.087472
  0.415821 -0.086105
  0.439732 -0.084480
  0.463783 -0.082615
  0.487918 -0.080530
  0.512082 -0.078243
  0.536217 -0.075774
  0.560268 -0.073143
  0.584179 -0.070369
  0.607892 -0.067470
  0.631354 -0.064467
  0.654508 -0.061376
  0.677302 -0.058216
  0.699682 -0.055005
  0.721596 -0.051759
  0.742992 -0.048494
  0.763820 -0.045227
  0.784032 -0.041974
  0.803581 -0.038750
  0.822421 -0.035571
  0.840508 -0.032452
  0.857799 -0.029408
  0.874255 -0.026453
  0.889837 -0.023603
  0.904508 -0.020871
  0.918235 -0.018273
  0.930985 -0.015823
  0.942728 -0.013533
  0.953437 -0.011416
  0.963087 -0.009486
  0.971656 -0.007753
  0.979123 -0.006228
  0.985471 -0.004921
  0.990685 -0.003839
  0.994753 -0.002991
  0.997666 -0.002381
  0.999416 -0.002013
  1.000000 -0.001890
