 1.000000  0.001575
  0.999416  0.001677
  0.997666  0.001984
  0.994753  0.002492
  0.990685  0.003199
  0.985471  0.004101
  0.979123  0.005190
  0.971656  0.006461
  0.963087  0.007905
  0.953437  0.009513
  0.942728  0.011277
  0.930985  0.013186
  0.918235  0.015228
  0.904508  0.017393
  0.889837  0.019669
  0.874255  0.022044
  0.857799  0.024506
  0.840508  0.027043
  0.822421  0.029643
  0.803581  0.032292
  0.784032  0.034979
  0.763820  0.037689
  0.742992  0.040412
  0.721596  0.043132
  0.699682  0.045837
  0.677302  0.048514
  0.654508  0.051147
  0.631354  0.053722
  0.607892  0.056225
  0.584179  0.058640
  0.560268  0.060952
  0.536217  0.063145
  0.512082  0.065202
  0.487918  0.067108
  0.463783  0.068846
  0.439732  0.070400
  0.415821  0.071754
  0.392108  0.072893
  0.368646  0.073802
  0.345492  0.074468
  0.322698  0.074878
  0.300318  0.075022
  0.278404  0.074888
  0.257008  0.074469
  0.236180  0.073760
  0.215968  0.072756
  0.196419  0.071455
  0.177579  0.069857
  0.159492  0.067964
  0.142201  0.065781
  0.125745  0.063314
  0.110163  0.060571
  0.095492  0.057561
  0.081765  0.054296
  0.069015  0.050789
  0.057272  0.047052
  0.046563  0.043099
  0.036913  0.038945
  0.028344  0.034603
  0.020877  0.030088
  0.014529  0.025412
  0.009315  0.020588
  0.005247  0.015626
  0.002334  0.010536
  0.000584  0.005325
  0.000000  0.000000
  0.000584 -0.005325
  0.002334 -0.010536
  0.005247 -0.015626
  0.009315 -0.020588
  0.014529 -0.025412
  0.020877 -0.030088
  0.028344 -0.034603
  0.036913 -0.038945
  0.046563 -0.043099
  0.057272 -0.047052
  0.069015 -0.050789
  0.081765 -0.054296
  0.095492 -0.057561
  0.110163 -0.060571
  0.125745 -0.063314
  0.142201 -0.065781
  0.159492 -0.067964
  0.177579 -0.069857
  0.196419 -0.071455
  0.215968 -0.072756
  0.236180 -0.073760
  0.257008 -0.074469
  0.278404 -0.074888
  0.300318 -0.075022
  0.322698 -0.074878
  0.345492 -0.074468
  0.368646 -0.073802
  0.392108 -0.072893
  0.415821 -0.071754
  0.439732 -0.070400
  0.463783 -0.068846
  0.487918 -0.067108
  0.512082 -0.065202
  0.536217 -0.063145
  0.560268 -0.060952
  0.584179 -0.058640
  0.607892 -0.056225
  0.631354 -0.053722
  0.654508 -0.051147
  0.677302 -0.048514
  0.699682 -0.045837
  0.721596 -0.043132
  0.742992 -0.040412
  0.763820 -0.037689
  0.784032 -0.034979
  0.803581 -0.032292
  0.822421 -0.029643
  0.840508 -0.027043
  0.857799 -0.024506
  0.874255 -0.022044
  0.889837 -0.019669
  0.904508 -0.017393
  0.918235 -0.015228
  0.930985 -0.013186
  0.942728 -0.011277
  0.953437 -0.009513
  0.963087 -0.007905
  0.971656 -0.006461
  0.979123 -0.005190
  0.985471 -0.004101
  0.990685 -0.003199
  0.994753 -0.002492
  0.997666 -0.001984
  0.999416 -0.001677
  1.000000 -0.001575
